loss,f1_score,val_loss,val_f1_score
18.09995460510254,0.3580358624458313,3.349862813949585,0.17104017734527588
2.5444188117980957,0.4547642469406128,1.2947494983673096,0.27092957496643066
1.3372385501861572,0.5007174015045166,1.1454604864120483,0.23894231021404266
1.0553090572357178,0.5274897813796997,1.0381525754928589,0.3392573893070221
0.944221556186676,0.5518057346343994,1.0685006380081177,0.2558715045452118
0.8725026845932007,0.5838907957077026,0.9843534827232361,0.39518633484840393
0.8118513226509094,0.618523120880127,1.0657334327697754,0.40660572052001953
0.7801170349121094,0.6138349771499634,0.8296494483947754,0.5230279564857483
0.7876245975494385,0.6083635091781616,0.8534440994262695,0.5437251925468445
0.7947779893875122,0.6131932139396667,0.7471430897712708,0.6387884020805359
0.7714639902114868,0.6276251673698425,0.7328092455863953,0.6220927834510803
0.7563493251800537,0.6102481484413147,0.7404633164405823,0.645940363407135
0.7261647582054138,0.640500009059906,0.7116861939430237,0.6055799126625061
0.7312583923339844,0.6548381447792053,0.6953476071357727,0.6345320343971252
0.7355857491493225,0.6321591734886169,0.6817358732223511,0.6215029954910278
0.7321866750717163,0.63532954454422,0.6858492493629456,0.6473971009254456
0.720698356628418,0.6425118446350098,0.6579499840736389,0.70534747838974
0.697737991809845,0.6751065850257874,0.6867634654045105,0.6598523855209351
0.6934823989868164,0.6551792621612549,0.6770484447479248,0.6544759273529053
0.693509578704834,0.6536009311676025,0.664293110370636,0.6754289269447327
0.7009109854698181,0.6657239198684692,0.8153546452522278,0.4657306373119354
0.6889603137969971,0.641441822052002,0.6610561013221741,0.6614933609962463
0.6888379454612732,0.6569950580596924,0.7162509560585022,0.6172138452529907
0.7043289542198181,0.6464459300041199,0.705899715423584,0.5915775895118713
0.6581266522407532,0.6828276515007019,0.7325518727302551,0.6320770978927612
0.6720631122589111,0.6698596477508545,0.6857631802558899,0.682147204875946
0.6682494878768921,0.6717958450317383,0.659145712852478,0.6633493304252625
0.6733566522598267,0.6773662567138672,0.6784919500350952,0.6673210263252258
0.65618896484375,0.6800328493118286,0.7907164096832275,0.6419172883033752
0.6657788157463074,0.6790419816970825,0.6128072142601013,0.6956599354743958
0.6499724388122559,0.700805127620697,0.7109429836273193,0.5982188582420349
0.667335033416748,0.6701602935791016,0.6810933351516724,0.682826817035675
0.6412312388420105,0.7026101350784302,0.6463015675544739,0.7045972347259521
0.6639735102653503,0.6610779166221619,0.6400964260101318,0.6768960952758789
0.6613927483558655,0.6732555627822876,0.6172420382499695,0.7116814255714417
0.6430667638778687,0.6849097609519958,0.6389719247817993,0.6635213494300842
0.6489191055297852,0.6798043847084045,0.6331576704978943,0.6628049612045288
0.64373779296875,0.6990474462509155,0.6814212203025818,0.6478199362754822
0.6419327259063721,0.6912809014320374,0.6525590419769287,0.673259973526001
0.6383160948753357,0.6997111439704895,0.6686858534812927,0.6553757786750793
0.6373342871665955,0.6930053234100342,0.6596577167510986,0.6866546273231506
0.6413747072219849,0.6883333325386047,0.6357868313789368,0.6368540525436401
0.6275113821029663,0.6906008720397949,0.7425561547279358,0.6220684051513672
0.62752366065979,0.7060477137565613,0.607209324836731,0.6959254741668701
0.6383222937583923,0.6774019002914429,0.652860701084137,0.6859459280967712
0.6150246858596802,0.7106851935386658,0.6493360996246338,0.7021146416664124
0.6292142868041992,0.6978397965431213,0.6347345113754272,0.6617200970649719
0.6325773596763611,0.6890845894813538,0.6416280269622803,0.654521644115448
0.633695662021637,0.6915320754051208,0.6549388766288757,0.6812717318534851
0.6211550235748291,0.705026388168335,0.5919132232666016,0.7326658368110657
