loss,accuracy,f1_score,roc_auc,average_precision,val_loss,val_accuracy,val_f1_score,val_roc_auc,val_average_precision,lr
5.101691722869873,0.3985859453678131,0.2871449887752533,0.5578927993774414,0.37432175874710083,2.232900381088257,0.44503310322761536,0.3055618703365326,0.6518419981002808,0.4586487412452698,0.00035
2.213965892791748,0.5099425315856934,0.43662959337234497,0.6795560717582703,0.5132718086242676,2.0262253284454346,0.4688741862773895,0.22962024807929993,0.705416738986969,0.5024862289428711,0.00035
1.803064227104187,0.600088357925415,0.508979320526123,0.7832874655723572,0.6680280566215515,2.016653060913086,0.43576160073280334,0.2996596097946167,0.6467228531837463,0.42173099517822266,0.00035
1.7205990552902222,0.5947856903076172,0.530272901058197,0.7756743431091309,0.6632242202758789,1.938176155090332,0.41721853613853455,0.2511150538921356,0.6920792460441589,0.41168922185897827,0.00035
1.5647006034851074,0.6403005123138428,0.581855297088623,0.8101658225059509,0.7163378596305847,1.7201262712478638,0.5165562629699707,0.2841682434082031,0.7801863551139832,0.5685936212539673,0.00035
1.5346133708953857,0.6420680284500122,0.5956758856773376,0.807828962802887,0.7210334539413452,1.804652452468872,0.37218543887138367,0.23667465150356293,0.8015124201774597,0.5413124561309814,0.0003166931
1.4711328744888306,0.6332302093505859,0.5859701037406921,0.8104564547538757,0.720689058303833,1.5868207216262817,0.5841059684753418,0.5056321024894714,0.8085083961486816,0.6420995593070984,0.00028655576
1.4227781295776367,0.6535572409629822,0.6003212332725525,0.8194829821586609,0.7348525524139404,1.7165472507476807,0.5218542814254761,0.4147230386734009,0.766749918460846,0.5742615461349487,0.00025928637
1.3943277597427368,0.6482545137405396,0.5993930101394653,0.8203603625297546,0.7421022057533264,1.4496722221374512,0.6437085866928101,0.5538152456283569,0.846583902835846,0.731392502784729,0.00023461202
1.3864818811416626,0.6376491189002991,0.604106605052948,0.8154304623603821,0.7374969124794006,1.3557969331741333,0.6834437251091003,0.6065226197242737,0.855374813079834,0.7617875337600708,0.00021228574
1.4041305780410767,0.6363234519958496,0.5848278403282166,0.8135125637054443,0.7235264182090759,1.322727918624878,0.6794701814651489,0.6233526468276978,0.8701138496398926,0.7540178894996643,0.00019208409
1.3523952960968018,0.6570923328399658,0.622646689414978,0.8246440887451172,0.7467387914657593,1.4098793268203735,0.564238429069519,0.4755956828594208,0.837103545665741,0.6788108944892883,0.00017380487
1.264135718345642,0.6889085173606873,0.6603350639343262,0.8497164845466614,0.7825062870979309,1.2146055698394775,0.739072859287262,0.6883963346481323,0.8845399022102356,0.8205955028533936,0.00015726515
