loss,accuracy,f1_score,roc_auc,average_precision,val_loss,val_accuracy,val_f1_score,val_roc_auc,val_average_precision,lr
8.890565872192383,0.4498453438282013,0.4333014190196991,0.6076412200927734,0.4254339337348938,3.462533950805664,0.3523178696632385,0.1748988777399063,0.6734271049499512,0.42496222257614136,0.00072
3.6219284534454346,0.49491825699806213,0.48275235295295715,0.6676495671272278,0.4936233460903168,1.5091350078582764,0.35894039273262024,0.2773200273513794,0.5650606751441956,0.3721771836280823,0.00072
2.177121877670288,0.5015466213226318,0.48320066928863525,0.6779982447624207,0.5078803896903992,1.0200902223587036,0.499337762594223,0.3603511154651642,0.6824088096618652,0.5501984357833862,0.00072
1.5564647912979126,0.524524986743927,0.49562743306159973,0.7037057876586914,0.5541098713874817,0.990493893623352,0.48741722106933594,0.28748175501823425,0.7190418839454651,0.5511035323143005,0.00072
1.2154020071029663,0.5324789881706238,0.49046745896339417,0.7230674624443054,0.5780577063560486,0.8473912477493286,0.6291390657424927,0.39879393577575684,0.792231023311615,0.6977903842926025,0.00072
1.025788426399231,0.5404330492019653,0.4824489951133728,0.7374647259712219,0.6053662300109863,0.8165651559829712,0.6384105682373047,0.38247251510620117,0.8200991153717041,0.7168534994125366,0.00065148296
0.9793849587440491,0.5585505962371826,0.5079046487808228,0.7538564205169678,0.6327713131904602,0.7880968451499939,0.6211920380592346,0.4556576907634735,0.8168911933898926,0.7270132303237915,0.00058948615
0.9149587154388428,0.5673884153366089,0.5024428963661194,0.7625282406806946,0.6503986120223999,0.7595425844192505,0.6543046236038208,0.5240887999534607,0.8294284343719482,0.7509072422981262,0.00053338916
0.8956223130226135,0.5885992050170898,0.5250937342643738,0.7736304402351379,0.6643677949905396,0.7184840440750122,0.6543046236038208,0.5125502347946167,0.8419812321662903,0.7632895708084106,0.00048263048
0.8403237462043762,0.600088357925415,0.544920027256012,0.7907304167747498,0.6878881454467773,0.7160204648971558,0.6463575959205627,0.5578438639640808,0.8410045504570007,0.7664917707443237,0.00043670213
0.8313376307487488,0.5934600234031677,0.5480108857154846,0.7923815250396729,0.6928993463516235,0.7140194177627563,0.6675496697425842,0.5573610663414001,0.8458490967750549,0.772876501083374,0.00039514442
0.849990725517273,0.602297842502594,0.5388246178627014,0.7900610566139221,0.6888923048973083,0.7109325528144836,0.687417209148407,0.5526040196418762,0.8482291102409363,0.7779210805892944,0.00035754146
0.8272480368614197,0.6230667233467102,0.5575248599052429,0.802159309387207,0.7082534432411194,0.6827016472816467,0.6940397620201111,0.5725293755531311,0.8569519519805908,0.791374921798706,0.0003235169
0.7971423268318176,0.6111356616020203,0.556494414806366,0.8063051104545593,0.7147432565689087,0.6824735403060913,0.7059602737426758,0.5780885219573975,0.865297794342041,0.8033807277679443,0.0002927302
0.7824114561080933,0.6243923902511597,0.5780500769615173,0.8165577054023743,0.7298246622085571,0.674748957157135,0.7178807854652405,0.5950793623924255,0.8689815402030945,0.8031725883483887,0.00026487323
0.7802296280860901,0.6376491189002991,0.5831022262573242,0.8176359534263611,0.7292093634605408,0.6791549324989319,0.7152317762374878,0.6046743988990784,0.8642409443855286,0.801070511341095,0.00023966722
0.7816393971443176,0.6372072696685791,0.570943295955658,0.8158264756202698,0.7305206060409546,0.6727564930915833,0.7019867300987244,0.59344881772995,0.8672351837158203,0.8042228817939758,0.00021685987
0.7732560634613037,0.632788360118866,0.5793758630752563,0.8133834004402161,0.7315785884857178,0.67095547914505,0.7125827670097351,0.600591242313385,0.8683023452758789,0.8031799793243408,0.00019622293
0.7580492496490479,0.6478126645088196,0.5773000121116638,0.825268030166626,0.7396424412727356,0.6713765859603882,0.7125827670097351,0.5876413583755493,0.8684477806091309,0.7999922037124634,0.00017754985
0.7690783739089966,0.6438356041908264,0.5832531452178955,0.8197832107543945,0.7372302412986755,0.6529085636138916,0.7245033383369446,0.6267645955085754,0.8726727366447449,0.8135809302330017,0.00016065376
0.7510045170783997,0.6500220894813538,0.6007534861564636,0.830017626285553,0.7523015737533569,0.6628165245056152,0.7218543291091919,0.6371288895606995,0.8682383894920349,0.809844970703125,0.00014536553
0.7374540567398071,0.6522315740585327,0.6009441614151001,0.8349742889404297,0.7593892812728882,0.6483423113822937,0.7284768223762512,0.6577601432800293,0.8743608593940735,0.8160893321037292,0.00013153217
0.7523139715194702,0.6411842703819275,0.5992568135261536,0.8244670033454895,0.7460221648216248,0.6561283469200134,0.7218543291091919,0.6368718147277832,0.8717636466026306,0.8110236525535583,0.00011901523
0.7543840408325195,0.6539990901947021,0.605344831943512,0.8273806571960449,0.7520619034767151,0.6600062847137451,0.7258278131484985,0.612430989742279,0.87333744764328,0.8145020008087158,0.00010768944
0.7380692958831787,0.6606274843215942,0.5912889242172241,0.8351079821586609,0.756784200668335,0.6633920669555664,0.7192053198814392,0.605639636516571,0.8696608543395996,0.8079860806465149,9.7441436e-05
0.7349802851676941,0.6694653034210205,0.612419843673706,0.8364546895027161,0.7580239176750183,0.6620387434959412,0.7178807854652405,0.6077964901924133,0.8703050017356873,0.8069617748260498,8.816866e-05
0.7320226430892944,0.6531153321266174,0.6096091270446777,0.8338517546653748,0.7562024593353271,0.6577533483505249,0.7165563106536865,0.6240854263305664,0.8703117370605469,0.8094143867492676,7.97783e-05
